id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
121252,Female,disloyal Customer,35,Business travel,Eco,755,1,1,1,4,2,1,2,2,1,2,2,3,4,2,0,0.0,neutral or dissatisfied
67200,Female,Loyal Customer,69,Personal Travel,Eco,1017,4,4,5,4,4,4,4,1,1,5,2,1,1,2,0,0.0,neutral or dissatisfied
83039,Male,Loyal Customer,52,Business travel,Eco,983,1,1,1,1,1,1,1,1,2,4,4,3,3,1,0,7.0,neutral or dissatisfied
48517,Female,Loyal Customer,27,Business travel,Business,1864,2,2,2,2,4,5,4,4,5,2,4,4,1,4,0,0.0,satisfied
116448,Female,Loyal Customer,50,Personal Travel,Eco,342,2,5,2,5,3,1,2,1,1,2,5,4,1,4,0,0.0,neutral or dissatisfied
51664,Female,Loyal Customer,57,Business travel,Business,2508,4,4,4,4,1,3,5,4,4,4,4,3,4,1,0,0.0,satisfied
3337,Male,disloyal Customer,25,Business travel,Eco,296,1,1,1,4,2,1,2,2,3,3,4,3,4,2,52,59.0,neutral or dissatisfied
268,Male,disloyal Customer,20,Business travel,Eco,802,3,3,3,4,3,3,3,3,2,1,3,2,4,3,35,18.0,neutral or dissatisfied
55569,Female,Loyal Customer,60,Personal Travel,Eco,395,0,5,0,3,4,4,5,1,1,0,1,4,1,3,0,0.0,satisfied
62486,Female,Loyal Customer,47,Business travel,Business,1781,3,3,3,3,4,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
123440,Female,Loyal Customer,29,Business travel,Business,2296,2,2,3,2,4,4,4,4,3,2,3,5,4,4,2,72.0,satisfied
128140,Female,disloyal Customer,56,Business travel,Business,472,3,3,3,3,4,3,4,4,4,5,3,4,3,4,15,8.0,neutral or dissatisfied
122508,Female,Loyal Customer,54,Business travel,Business,930,3,3,3,3,4,4,5,4,4,4,4,4,4,3,120,121.0,satisfied
73957,Female,Loyal Customer,28,Personal Travel,Eco,2267,4,4,4,2,4,4,2,4,4,3,4,2,4,2,0,0.0,satisfied
32741,Female,Loyal Customer,65,Business travel,Business,101,1,1,1,1,2,3,3,3,3,3,1,2,3,3,0,0.0,neutral or dissatisfied
107775,Male,Loyal Customer,62,Business travel,Eco Plus,405,2,2,2,2,2,2,2,2,3,1,4,3,3,2,1,2.0,neutral or dissatisfied
99854,Male,Loyal Customer,7,Personal Travel,Eco,468,4,1,4,3,1,4,1,1,4,2,4,3,4,1,89,100.0,neutral or dissatisfied
97203,Male,Loyal Customer,36,Personal Travel,Eco,1313,3,5,3,4,2,3,3,2,4,5,3,3,4,2,0,0.0,neutral or dissatisfied
70324,Male,Loyal Customer,59,Business travel,Business,986,1,1,1,1,2,5,4,5,5,5,5,3,5,3,0,2.0,satisfied
21082,Female,disloyal Customer,37,Business travel,Eco,152,4,4,4,5,4,4,4,4,4,3,5,5,1,4,0,0.0,neutral or dissatisfied
45113,Female,Loyal Customer,23,Business travel,Eco,157,2,4,4,4,2,3,2,2,5,3,3,2,1,2,172,185.0,neutral or dissatisfied
35430,Male,Loyal Customer,11,Personal Travel,Eco,1076,5,3,5,3,5,5,5,5,2,4,2,4,3,5,37,28.0,satisfied
128232,Female,Loyal Customer,16,Personal Travel,Eco,602,2,5,2,5,2,2,2,2,1,3,4,1,2,2,0,0.0,neutral or dissatisfied
38136,Female,Loyal Customer,30,Business travel,Eco,1237,4,3,3,3,4,4,4,4,2,3,2,1,3,4,0,0.0,satisfied
111389,Male,Loyal Customer,28,Personal Travel,Eco,1173,1,1,0,1,2,0,2,2,1,2,1,4,2,2,0,0.0,neutral or dissatisfied
28357,Female,Loyal Customer,25,Business travel,Eco Plus,867,5,1,1,1,5,5,5,5,2,5,1,1,4,5,4,0.0,satisfied
72031,Female,Loyal Customer,31,Business travel,Eco,3711,2,5,5,5,2,2,2,2,4,4,4,2,4,2,174,165.0,neutral or dissatisfied
17939,Female,Loyal Customer,30,Business travel,Business,3354,4,4,4,4,4,5,4,4,3,5,5,5,1,4,0,0.0,satisfied
12213,Male,Loyal Customer,48,Business travel,Business,190,0,4,0,4,2,4,4,3,3,3,3,5,3,3,0,0.0,satisfied
122154,Female,disloyal Customer,27,Business travel,Business,541,5,5,5,2,2,5,5,2,5,5,5,4,4,2,0,0.0,satisfied
70785,Male,disloyal Customer,48,Business travel,Eco,328,3,4,3,3,2,3,2,2,4,4,3,3,3,2,28,24.0,neutral or dissatisfied
16670,Female,Loyal Customer,25,Personal Travel,Eco,488,3,2,3,4,5,3,5,5,3,5,4,2,3,5,5,0.0,neutral or dissatisfied
129604,Male,Loyal Customer,39,Business travel,Business,2419,2,3,3,3,4,4,4,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
90618,Male,Loyal Customer,60,Business travel,Business,442,2,2,2,2,4,4,4,3,3,4,3,3,3,3,0,0.0,satisfied
94253,Male,disloyal Customer,24,Business travel,Business,441,0,0,0,5,5,0,5,5,5,3,4,4,4,5,5,0.0,satisfied
20473,Female,disloyal Customer,39,Business travel,Business,177,3,3,3,3,3,3,1,3,5,3,2,4,2,3,0,0.0,neutral or dissatisfied
72195,Male,Loyal Customer,23,Personal Travel,Eco,594,2,3,2,3,4,2,5,4,3,4,5,2,3,4,0,0.0,neutral or dissatisfied
40596,Male,Loyal Customer,40,Business travel,Eco,391,4,5,5,5,4,4,4,4,1,4,3,3,3,4,4,0.0,neutral or dissatisfied
14567,Male,Loyal Customer,36,Business travel,Business,986,2,2,2,2,3,2,4,4,4,4,4,5,4,2,18,0.0,satisfied
20703,Male,Loyal Customer,49,Personal Travel,Eco,584,2,5,2,3,4,2,4,4,3,5,4,4,4,4,2,2.0,neutral or dissatisfied
39973,Male,disloyal Customer,22,Business travel,Eco,1404,4,4,4,2,2,4,3,2,4,1,3,4,3,2,0,0.0,neutral or dissatisfied
41119,Male,disloyal Customer,27,Business travel,Eco,191,3,2,3,3,4,3,4,4,1,2,3,4,4,4,0,0.0,neutral or dissatisfied
128469,Female,Loyal Customer,49,Personal Travel,Eco,647,3,5,3,1,5,5,2,5,5,3,5,1,5,4,13,19.0,neutral or dissatisfied
68125,Male,Loyal Customer,38,Personal Travel,Eco,813,0,1,0,4,5,0,2,5,4,2,3,2,4,5,0,1.0,satisfied
42355,Male,Loyal Customer,43,Personal Travel,Eco,726,4,5,4,3,3,4,3,3,4,4,4,1,2,3,0,0.0,neutral or dissatisfied
114284,Female,Loyal Customer,69,Personal Travel,Eco,948,2,0,3,1,2,3,4,5,5,3,5,2,5,4,31,8.0,neutral or dissatisfied
79947,Male,disloyal Customer,18,Business travel,Eco,1010,1,1,1,4,3,1,3,3,2,4,3,1,4,3,60,99.0,neutral or dissatisfied
101437,Male,disloyal Customer,41,Business travel,Business,345,4,4,4,3,5,4,5,5,3,5,4,4,5,5,60,59.0,satisfied
92588,Male,Loyal Customer,53,Business travel,Business,2158,1,1,1,1,4,4,5,5,5,5,5,5,5,4,80,66.0,satisfied
81330,Male,Loyal Customer,31,Business travel,Business,2817,3,3,3,3,4,4,4,4,5,4,4,3,4,4,0,0.0,satisfied
123418,Female,disloyal Customer,38,Business travel,Eco,937,2,2,2,3,4,2,4,4,4,4,2,2,3,4,6,30.0,neutral or dissatisfied
16107,Female,Loyal Customer,38,Business travel,Eco Plus,349,5,1,1,1,5,5,5,5,1,3,5,2,4,5,0,0.0,satisfied
12116,Female,Loyal Customer,20,Business travel,Eco,1034,0,5,0,2,5,0,5,5,5,2,1,3,2,5,0,0.0,satisfied
35454,Female,Loyal Customer,25,Personal Travel,Eco,1074,2,5,2,5,4,2,4,4,4,2,5,4,5,4,3,9.0,neutral or dissatisfied
116185,Female,Loyal Customer,64,Personal Travel,Eco,404,3,5,3,4,5,2,3,3,3,3,3,4,3,1,0,0.0,neutral or dissatisfied
39425,Female,Loyal Customer,43,Business travel,Eco,129,5,1,1,1,5,2,1,4,4,5,4,4,4,5,14,12.0,satisfied
128282,Female,Loyal Customer,44,Business travel,Business,1688,1,1,1,1,5,4,4,5,5,5,5,4,5,4,13,13.0,satisfied
8100,Male,disloyal Customer,23,Business travel,Business,402,4,0,4,3,5,4,5,5,5,4,4,3,4,5,0,11.0,satisfied
94603,Female,disloyal Customer,22,Business travel,Eco,248,1,0,1,3,2,1,2,2,5,4,4,3,5,2,11,4.0,neutral or dissatisfied
70900,Male,disloyal Customer,26,Business travel,Eco,1328,1,1,1,3,4,1,4,4,3,5,3,1,3,4,14,4.0,neutral or dissatisfied
56495,Male,Loyal Customer,46,Business travel,Business,937,4,4,4,4,3,5,4,3,3,4,3,3,3,5,0,7.0,satisfied
103171,Female,Loyal Customer,16,Business travel,Eco,491,4,5,5,5,4,4,5,4,3,4,5,4,2,4,0,0.0,satisfied
70303,Male,Loyal Customer,58,Business travel,Business,334,4,4,4,4,5,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
52539,Female,Loyal Customer,51,Business travel,Eco,160,2,5,5,5,3,2,2,2,2,2,2,1,2,3,0,0.0,satisfied
66677,Male,Loyal Customer,56,Business travel,Business,802,2,2,2,2,2,5,4,5,5,5,5,4,5,3,11,4.0,satisfied
99878,Male,Loyal Customer,18,Business travel,Business,1436,2,2,2,2,4,4,4,4,5,3,5,5,4,4,0,0.0,satisfied
20846,Male,Loyal Customer,55,Personal Travel,Eco,457,5,5,5,3,1,5,1,1,4,2,5,2,4,1,0,3.0,satisfied
32484,Female,Loyal Customer,58,Business travel,Eco,102,5,3,4,4,2,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
100723,Female,disloyal Customer,24,Business travel,Eco,328,5,0,4,1,2,4,2,2,5,4,5,5,5,2,31,25.0,satisfied
127140,Male,Loyal Customer,13,Personal Travel,Eco,647,2,1,2,3,1,2,1,1,4,3,2,3,2,1,16,5.0,neutral or dissatisfied
74937,Male,Loyal Customer,30,Business travel,Business,2475,3,3,3,3,4,4,4,4,4,3,4,3,5,4,0,0.0,satisfied
1393,Male,Loyal Customer,10,Personal Travel,Eco Plus,102,3,4,3,3,3,3,3,3,3,1,3,2,3,3,33,23.0,neutral or dissatisfied
28256,Female,Loyal Customer,22,Business travel,Eco,1542,2,4,4,4,2,3,4,2,4,2,4,1,4,2,0,0.0,neutral or dissatisfied
110045,Male,Loyal Customer,62,Business travel,Business,2039,2,4,4,4,3,1,2,2,2,2,2,4,2,4,5,25.0,neutral or dissatisfied
55630,Female,Loyal Customer,26,Personal Travel,Eco,1824,3,4,2,3,2,2,5,2,4,3,5,3,5,2,0,0.0,neutral or dissatisfied
1229,Female,Loyal Customer,42,Personal Travel,Eco,164,2,4,2,2,3,4,4,4,4,2,4,5,4,4,0,0.0,neutral or dissatisfied
16923,Male,Loyal Customer,38,Business travel,Eco,820,4,5,5,5,4,4,4,4,5,1,4,2,3,4,27,23.0,satisfied
20938,Female,Loyal Customer,10,Business travel,Business,689,4,5,5,5,4,4,4,4,4,3,3,4,4,4,0,0.0,neutral or dissatisfied
58759,Male,Loyal Customer,39,Business travel,Business,1120,4,4,4,4,5,4,4,5,5,5,5,4,5,3,0,9.0,satisfied
115299,Female,Loyal Customer,39,Business travel,Business,325,1,1,3,1,3,5,4,4,4,4,4,4,4,3,1,1.0,satisfied
39430,Male,Loyal Customer,66,Business travel,Eco,129,5,1,1,1,5,5,5,5,5,1,3,5,4,5,0,1.0,satisfied
21966,Female,Loyal Customer,48,Business travel,Business,448,3,3,3,3,3,3,4,3,3,3,3,3,3,1,13,2.0,neutral or dissatisfied
102234,Female,Loyal Customer,33,Business travel,Business,2275,2,3,3,3,4,3,4,2,2,2,2,1,2,1,14,7.0,neutral or dissatisfied
22261,Male,disloyal Customer,38,Business travel,Eco,143,1,3,1,1,2,1,2,2,2,2,1,1,5,2,0,0.0,neutral or dissatisfied
5951,Male,Loyal Customer,64,Personal Travel,Eco,612,3,3,3,3,4,3,4,4,4,1,4,2,2,4,0,0.0,neutral or dissatisfied
119906,Male,Loyal Customer,35,Personal Travel,Eco Plus,912,2,5,2,1,5,2,5,5,5,5,4,4,4,5,0,0.0,neutral or dissatisfied
122790,Female,disloyal Customer,24,Business travel,Business,599,2,1,1,2,3,1,3,3,2,5,2,4,2,3,23,9.0,neutral or dissatisfied
25266,Male,Loyal Customer,70,Business travel,Eco,425,3,5,5,5,3,3,3,3,2,4,3,2,4,3,0,0.0,neutral or dissatisfied
73014,Male,Loyal Customer,67,Personal Travel,Eco,1096,1,0,1,3,4,1,4,4,5,2,5,3,5,4,0,0.0,neutral or dissatisfied
21374,Female,Loyal Customer,53,Business travel,Eco,554,3,3,3,3,3,4,3,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
60934,Female,Loyal Customer,54,Business travel,Business,2689,4,4,2,4,5,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
27230,Male,Loyal Customer,30,Business travel,Business,1839,2,1,1,1,2,2,2,2,3,2,3,2,4,2,0,2.0,neutral or dissatisfied
23500,Male,Loyal Customer,52,Business travel,Eco,303,5,5,5,5,5,5,5,5,4,1,1,3,5,5,66,63.0,satisfied
88450,Male,Loyal Customer,42,Business travel,Eco,240,3,5,5,5,3,3,3,3,3,2,3,2,3,3,0,0.0,neutral or dissatisfied
37425,Male,disloyal Customer,24,Business travel,Eco,1028,1,1,1,3,4,1,4,4,3,1,3,1,3,4,0,0.0,neutral or dissatisfied
80187,Male,Loyal Customer,35,Personal Travel,Eco,2586,2,5,1,4,1,3,3,3,2,5,4,3,5,3,0,0.0,neutral or dissatisfied
1011,Male,disloyal Customer,30,Business travel,Eco,89,4,4,4,4,4,4,4,4,2,3,3,1,4,4,0,0.0,neutral or dissatisfied
98197,Male,disloyal Customer,21,Business travel,Eco,327,4,0,4,4,4,4,4,4,5,2,3,5,4,4,0,0.0,neutral or dissatisfied
7365,Female,Loyal Customer,42,Business travel,Business,3647,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
21077,Male,Loyal Customer,25,Business travel,Business,3449,4,4,2,4,4,4,4,4,4,4,4,3,3,4,0,0.0,satisfied
110740,Male,Loyal Customer,60,Business travel,Business,1503,2,4,2,2,2,4,4,4,4,5,4,3,4,3,0,25.0,satisfied
13504,Male,Loyal Customer,39,Business travel,Business,3292,4,4,4,4,3,4,1,5,5,5,4,1,5,3,0,0.0,satisfied
69550,Male,disloyal Customer,21,Business travel,Eco,1133,3,2,2,1,2,3,3,4,2,3,4,3,3,3,0,12.0,neutral or dissatisfied
33703,Male,Loyal Customer,50,Business travel,Eco,759,2,5,5,5,2,2,2,2,4,2,2,4,3,2,0,0.0,neutral or dissatisfied
804,Male,disloyal Customer,44,Business travel,Business,282,2,2,2,4,2,2,2,2,3,3,4,1,3,2,15,21.0,neutral or dissatisfied
60156,Male,Loyal Customer,56,Personal Travel,Eco,1005,3,5,3,2,1,3,1,1,2,4,3,4,2,1,10,25.0,neutral or dissatisfied
120193,Male,Loyal Customer,57,Business travel,Business,1496,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,15.0,satisfied
71296,Male,Loyal Customer,14,Personal Travel,Eco Plus,733,4,1,4,1,4,4,4,4,1,2,1,1,2,4,23,26.0,neutral or dissatisfied
93687,Male,Loyal Customer,52,Business travel,Business,1452,3,3,3,3,3,4,5,2,2,2,2,5,2,3,14,33.0,satisfied
57593,Male,Loyal Customer,58,Business travel,Business,1597,1,1,5,1,5,4,5,3,3,3,3,3,3,3,0,0.0,satisfied
129165,Male,Loyal Customer,24,Business travel,Business,679,3,5,5,5,3,3,3,3,1,5,4,1,4,3,0,1.0,neutral or dissatisfied
101744,Male,Loyal Customer,39,Business travel,Business,1590,1,1,1,1,5,5,5,4,4,5,4,3,4,5,1,0.0,satisfied
117633,Female,Loyal Customer,45,Personal Travel,Eco,843,3,5,3,2,2,3,4,4,4,3,4,4,4,2,25,17.0,neutral or dissatisfied
68256,Male,Loyal Customer,67,Personal Travel,Eco,432,4,4,4,3,2,4,2,2,5,2,5,3,5,2,0,0.0,neutral or dissatisfied
4768,Male,Loyal Customer,47,Business travel,Business,3602,1,1,1,1,5,4,4,5,5,5,5,4,5,5,1,0.0,satisfied
50394,Female,Loyal Customer,30,Business travel,Business,2436,2,2,2,2,3,3,2,3,4,2,3,4,3,3,73,70.0,neutral or dissatisfied
77811,Female,Loyal Customer,36,Personal Travel,Eco,874,2,2,2,3,5,2,5,5,1,4,2,4,4,5,47,76.0,neutral or dissatisfied
22685,Female,Loyal Customer,32,Business travel,Business,3622,3,3,3,3,4,4,4,4,2,5,2,2,4,4,0,0.0,satisfied
96043,Male,Loyal Customer,43,Business travel,Eco,583,2,4,4,4,2,2,2,2,3,4,3,1,4,2,0,0.0,neutral or dissatisfied
85402,Male,Loyal Customer,58,Business travel,Business,2352,3,3,3,3,4,5,4,4,4,4,4,5,4,4,22,16.0,satisfied
68176,Female,Loyal Customer,30,Personal Travel,Eco,597,3,4,3,4,1,3,1,1,4,5,5,5,4,1,48,116.0,neutral or dissatisfied
12363,Female,Loyal Customer,45,Business travel,Business,253,4,3,3,3,2,3,3,4,4,3,4,3,4,2,24,25.0,neutral or dissatisfied
85890,Female,Loyal Customer,25,Personal Travel,Eco,2172,3,4,3,3,3,3,3,3,5,4,5,3,5,3,0,2.0,neutral or dissatisfied
50172,Male,Loyal Customer,58,Business travel,Business,266,2,2,2,2,2,3,3,2,2,2,2,4,2,4,99,88.0,neutral or dissatisfied
115435,Female,Loyal Customer,60,Business travel,Eco,446,3,5,5,5,1,4,4,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
69020,Female,Loyal Customer,34,Business travel,Business,1389,2,2,3,2,2,4,5,4,4,5,4,3,4,3,0,0.0,satisfied
49108,Male,Loyal Customer,65,Business travel,Eco,109,5,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied
72820,Female,Loyal Customer,59,Business travel,Business,2128,4,4,4,4,4,4,5,4,4,5,4,4,4,4,0,0.0,satisfied
49203,Female,Loyal Customer,56,Business travel,Business,1998,1,1,1,1,3,1,5,4,4,4,4,3,4,3,21,22.0,satisfied
47203,Female,Loyal Customer,7,Personal Travel,Eco,954,4,4,4,1,1,4,1,1,5,3,5,1,1,1,16,4.0,satisfied
115528,Female,disloyal Customer,22,Business travel,Eco,417,2,3,2,3,5,2,5,5,1,5,2,3,3,5,5,7.0,neutral or dissatisfied
82911,Male,Loyal Customer,62,Personal Travel,Eco,640,2,5,2,3,4,2,4,4,5,3,4,5,5,4,0,0.0,neutral or dissatisfied
87279,Female,disloyal Customer,22,Business travel,Eco,577,4,1,4,3,5,4,5,5,3,4,3,4,3,5,0,0.0,neutral or dissatisfied
30805,Male,Loyal Customer,37,Business travel,Business,1199,3,3,2,3,2,4,5,3,3,2,3,4,3,1,0,14.0,satisfied
98232,Male,Loyal Customer,40,Business travel,Business,1697,2,2,2,2,5,5,5,3,3,3,3,4,3,5,10,0.0,satisfied
104975,Male,Loyal Customer,48,Business travel,Eco,337,4,1,3,1,5,4,5,5,4,3,2,1,3,5,0,40.0,neutral or dissatisfied
106489,Female,Loyal Customer,54,Personal Travel,Business,495,3,4,3,4,5,2,1,5,5,3,5,3,5,2,8,10.0,neutral or dissatisfied
109757,Female,Loyal Customer,40,Personal Travel,Eco Plus,534,2,5,2,2,5,2,5,5,3,5,5,5,5,5,0,2.0,neutral or dissatisfied
80197,Female,Loyal Customer,60,Personal Travel,Eco,2475,4,1,4,2,3,2,1,3,3,4,1,2,3,1,6,0.0,neutral or dissatisfied
102642,Female,Loyal Customer,52,Business travel,Business,3766,5,5,5,5,2,4,5,5,5,5,5,5,5,5,1,0.0,satisfied
13813,Female,Loyal Customer,26,Personal Travel,Eco Plus,617,1,5,1,2,2,1,2,2,5,2,5,4,4,2,12,20.0,neutral or dissatisfied
23289,Male,Loyal Customer,30,Business travel,Business,2371,1,2,1,1,4,4,4,4,3,2,1,1,4,4,0,0.0,satisfied
58634,Female,Loyal Customer,40,Business travel,Business,2031,1,1,1,1,2,4,4,3,3,3,3,5,3,4,0,0.0,satisfied
81082,Male,Loyal Customer,37,Business travel,Eco,931,2,5,4,5,2,2,2,2,1,1,3,3,4,2,0,0.0,neutral or dissatisfied
26481,Male,Loyal Customer,39,Business travel,Eco Plus,925,4,4,4,4,4,4,4,4,2,1,2,5,3,4,0,0.0,satisfied
122772,Female,Loyal Customer,49,Personal Travel,Eco Plus,427,4,4,5,1,2,4,5,3,3,5,3,5,3,3,0,0.0,neutral or dissatisfied
28553,Male,Loyal Customer,44,Personal Travel,Eco,2715,1,4,1,4,1,4,4,5,4,4,4,4,3,4,0,0.0,neutral or dissatisfied
56541,Female,Loyal Customer,56,Business travel,Business,1065,3,1,3,3,5,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
100027,Male,Loyal Customer,51,Business travel,Business,3909,3,3,3,3,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
66633,Male,Loyal Customer,52,Business travel,Business,802,1,1,1,1,3,5,5,5,5,4,5,5,5,3,0,0.0,satisfied
99562,Female,Loyal Customer,50,Business travel,Business,1647,4,4,4,4,2,5,4,3,3,3,3,4,3,5,0,0.0,satisfied
5559,Female,disloyal Customer,23,Business travel,Business,588,0,0,0,1,2,0,2,2,3,3,4,5,4,2,57,65.0,satisfied
128201,Female,Loyal Customer,33,Business travel,Business,1606,3,3,3,3,3,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
63078,Female,Loyal Customer,49,Personal Travel,Eco,846,4,4,5,1,3,4,4,5,5,5,5,5,5,5,9,1.0,satisfied
82547,Female,Loyal Customer,53,Personal Travel,Eco,440,1,1,1,2,2,2,1,4,4,1,5,1,4,2,67,66.0,neutral or dissatisfied
98109,Male,disloyal Customer,25,Business travel,Business,472,4,1,4,5,2,4,5,2,4,4,4,3,5,2,0,1.0,satisfied
104178,Male,Loyal Customer,17,Personal Travel,Eco,349,3,4,3,4,3,3,3,3,3,3,3,1,4,3,0,0.0,neutral or dissatisfied
12455,Male,Loyal Customer,64,Personal Travel,Eco,201,0,4,0,2,3,0,3,3,1,4,5,3,1,3,0,0.0,satisfied
112915,Female,Loyal Customer,49,Business travel,Business,3839,3,3,3,3,4,3,5,3,3,3,3,1,3,1,18,5.0,satisfied
37488,Female,Loyal Customer,29,Business travel,Business,3188,1,1,1,1,5,4,4,5,4,4,1,4,4,4,145,128.0,satisfied
106382,Female,Loyal Customer,49,Business travel,Business,3587,5,5,5,5,4,4,5,5,5,5,5,3,5,5,5,0.0,satisfied
60244,Female,Loyal Customer,36,Personal Travel,Eco,1709,5,4,5,1,1,5,1,1,5,5,4,2,3,1,16,3.0,satisfied
127604,Male,Loyal Customer,58,Business travel,Business,1773,1,1,1,1,5,5,4,4,4,4,4,5,4,4,6,0.0,satisfied
36220,Male,Loyal Customer,37,Business travel,Business,2599,1,1,1,1,5,3,5,5,5,4,5,3,5,5,0,0.0,satisfied
85376,Female,Loyal Customer,30,Business travel,Business,3563,5,5,5,5,4,4,4,4,4,2,4,5,5,4,0,20.0,satisfied
129367,Female,Loyal Customer,59,Personal Travel,Business,2454,4,2,4,3,5,3,4,2,2,4,2,3,2,4,0,0.0,neutral or dissatisfied
11645,Male,disloyal Customer,26,Business travel,Eco,925,1,1,1,4,5,1,5,5,2,4,3,3,4,5,0,0.0,neutral or dissatisfied
4012,Female,Loyal Customer,50,Business travel,Business,1670,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
111781,Male,disloyal Customer,30,Business travel,Eco,1137,3,3,3,3,5,3,5,5,4,1,2,3,4,5,0,0.0,neutral or dissatisfied
1649,Male,Loyal Customer,77,Business travel,Business,1621,4,1,1,1,5,3,3,4,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
88309,Male,disloyal Customer,28,Business travel,Eco,594,2,4,2,4,1,2,1,1,4,1,4,3,3,1,9,9.0,neutral or dissatisfied
63860,Female,Loyal Customer,39,Business travel,Business,2068,3,5,3,3,5,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
75475,Female,Loyal Customer,13,Personal Travel,Eco,2342,4,1,4,3,3,4,3,3,4,3,3,4,3,3,0,0.0,neutral or dissatisfied
69230,Female,Loyal Customer,46,Business travel,Business,3601,2,2,2,2,3,5,5,2,2,2,2,3,2,4,94,69.0,satisfied
41698,Male,Loyal Customer,46,Personal Travel,Eco,843,4,5,4,1,4,4,4,4,4,2,5,4,5,4,0,8.0,neutral or dissatisfied
51167,Female,Loyal Customer,37,Personal Travel,Eco,250,4,1,4,3,3,4,3,3,1,1,3,1,2,3,68,55.0,neutral or dissatisfied
56041,Female,Loyal Customer,35,Business travel,Business,2586,3,2,2,2,3,3,3,4,5,3,2,3,4,3,0,0.0,neutral or dissatisfied
56155,Male,Loyal Customer,51,Business travel,Business,1400,3,3,3,3,3,5,4,4,4,4,4,5,4,4,8,0.0,satisfied
102545,Female,Loyal Customer,30,Personal Travel,Eco,386,2,2,2,3,4,2,4,4,4,3,3,2,3,4,10,0.0,neutral or dissatisfied
84025,Female,Loyal Customer,55,Business travel,Business,2007,5,5,5,5,2,4,5,4,4,4,4,5,4,3,19,3.0,satisfied
113865,Female,disloyal Customer,35,Business travel,Eco,1363,4,4,4,2,1,4,1,1,5,1,3,1,4,1,25,0.0,neutral or dissatisfied
125261,Female,Loyal Customer,67,Business travel,Business,1488,3,3,3,3,5,5,4,2,2,2,2,3,2,4,21,25.0,satisfied
10056,Female,disloyal Customer,27,Business travel,Business,326,1,1,1,4,3,1,3,3,4,3,4,5,5,3,0,4.0,neutral or dissatisfied
39155,Female,Loyal Customer,8,Personal Travel,Eco Plus,190,4,5,4,3,1,4,1,1,5,4,4,4,5,1,0,0.0,neutral or dissatisfied
113984,Female,disloyal Customer,40,Business travel,Business,1728,2,2,2,3,5,2,5,5,4,3,4,3,4,5,0,0.0,neutral or dissatisfied
85840,Female,Loyal Customer,8,Personal Travel,Eco,666,2,1,2,3,2,2,2,2,3,1,4,2,4,2,0,0.0,neutral or dissatisfied
53705,Male,Loyal Customer,49,Business travel,Business,3556,4,4,4,4,4,4,4,4,4,4,4,1,4,4,0,0.0,neutral or dissatisfied
40202,Female,Loyal Customer,40,Business travel,Business,2806,1,1,1,1,2,1,1,5,5,5,5,4,5,4,0,0.0,satisfied
120531,Female,Loyal Customer,32,Personal Travel,Eco,96,3,5,0,2,5,0,2,5,4,2,4,5,4,5,0,9.0,neutral or dissatisfied
44436,Male,Loyal Customer,60,Business travel,Business,588,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,3.0,satisfied
53636,Female,Loyal Customer,13,Personal Travel,Eco,1874,3,1,3,2,1,3,1,1,4,2,2,2,3,1,7,0.0,neutral or dissatisfied
52561,Male,disloyal Customer,57,Business travel,Eco,119,5,2,5,1,4,5,3,4,1,2,4,5,4,4,0,0.0,satisfied
32205,Female,Loyal Customer,69,Business travel,Business,3932,0,4,0,3,5,1,3,5,5,5,5,2,5,4,0,0.0,satisfied
19942,Female,Loyal Customer,22,Personal Travel,Eco,343,2,5,2,3,4,2,4,4,2,3,3,3,5,4,9,0.0,neutral or dissatisfied
40394,Male,disloyal Customer,32,Business travel,Business,290,1,1,1,4,2,1,2,2,5,4,5,3,4,2,0,0.0,neutral or dissatisfied
5191,Male,Loyal Customer,48,Business travel,Business,293,2,2,2,2,3,4,5,5,5,5,5,4,5,3,52,59.0,satisfied
79245,Female,disloyal Customer,23,Business travel,Business,1598,4,4,5,3,3,5,3,3,5,2,3,3,4,3,0,13.0,satisfied
